allsides_media_bias_ratings/publication/source_name,allsides_media_bias_ratings/publication/source_type,allsides_media_bias_ratings/publication/media_bias_rating,allsides_media_bias_ratings/publication/source_url,allsides_media_bias_ratings/publication/allsides_url
The Daily Wire,News Media,Right,http://www.dailywire.com/,https://www.allsides.com/news-source/daily-wire
The Daily Yonder,News Media,Center,https://dailyyonder.com/,https://www.allsides.com/news-source/daily-yonder-media-bias
The Dakotan,News Media,Lean Right,https://mydakotan.com/,https://www.allsides.com/news-source/dakotan-media-bias
The Dallas Morning News,News Media,Center,http://www.dallasnews.com/,https://www.allsides.com/news-source/dallas-morning-news
The Damage Report,News Media,Left,https://www.youtube.com/@TheDamageReport,https://www.allsides.com/news-source/damage-report-media-bias
The Day,News Media,Center,https://www.theday.com/,https://www.allsides.com/news-source/day-media-bias
The Debate,Podcast,Mixed,https://www.newsweek.com/the-debate,https://www.allsides.com/news-source/debate-media-bias
The Deerfield Valley News,News Media,Center,https://www.dvalnews.com/,https://www.allsides.com/news-source/deerfield-valley-news-media-bias
The Delaware County Daily Times,News Media,Lean Left,http://www.delcotimes.com/,https://www.allsides.com/news-source/delaware-county-daily-times
The Delaware Wave,News Media,Center,https://www.delmarvanow.com/,https://www.allsides.com/news-source/delaware-wave-media-bias
The Denver Gazette,News Media,Center,https://denvergazette.com/,https://www.allsides.com/news-source/denver-gazette-media-bias
The Denver North Star,News Media,Center,https://www.denvernorthstar.com/,https://www.allsides.com/news-source/denver-north-star-media-bias
The Denver Post,News Media,Center,http://www.denverpost.com/,https://www.allsides.com/news-source/denver-post
The Derrick,News Media,Center,https://www.thederrick.com/,https://www.allsides.com/news-source/derrick-media-bias
The Dispatch,News Media,Lean Right,https://thedispatch.com/,https://www.allsides.com/news-source/dispatch-media-bias
The Dispatch Fact Check,Fact Check,Center,https://factcheck.thedispatch.com/,https://www.allsides.com/news-source/dispatch-fact-check-media-bias
The Dispatch Podcast,Podcast,Lean Right,https://podcast.thedispatch.com/,https://www.allsides.com/news-source/dispatch-podcast-media-bias
The East Valley Tribune,News Media,Center,https://www.eastvalleytribune.com/,https://www.allsides.com/news-source/east-valley-tribune-media-bias
The Eastern New Mexico News,News Media,Center,https://www.easternnewmexiconews.com/,https://www.allsides.com/news-source/eastern-new-mexico-news-media-bias
The Economic Standard,Dialogue & Debate,Center,https://theeconomicstandard.com/,https://www.allsides.com/news-source/economic-standard-media-bias
The Economist,News Media,Lean Left,http://www.economist.com/,https://www.allsides.com/news-source/economist
The Ellsworth American,News Media,Center,https://www.ellsworthamerican.com/,https://www.allsides.com/news-source/ellsworth-american-media-bias
The Epoch Times,News Media,Lean Right,https://www.theepochtimes.com,https://www.allsides.com/news-source/epoch-times-media-bias
The European Conservative,News Media,Lean Right,https://europeanconservative.com/,https://www.allsides.com/news-source/european-conservative-media-bias
The Federalist,News Media,Right,http://thefederalist.com/,https://www.allsides.com/news-source/federalist
The Flip Side,News Media,Mixed,https://www.theflipside.io/,https://www.allsides.com/news-source/flip-side-media-bias
The Florida Capital Star,News Media,Right,https://floridacapitalstar.com/,https://www.allsides.com/news-source/florida-capital-star-media-bias
The Forum of Fargo-Moorhead,News Media,Center,https://www.inforum.com/,https://www.allsides.com/news-source/forum-fargo-moorhead-media-bias
The Forward,News Media,Lean Left,https://forward.com/,https://www.allsides.com/news-source/forward-media-bias-0
The Free Lance–Star,News Media,Center,https://fredericksburg.com/,https://www.allsides.com/news-source/free-lance-star-media-bias
The Free Press,News Media,Lean Right,https://www.thefp.com/,https://www.allsides.com/news-source/the-free-press-media-bias
The Free Press,News Media,Lean Right,https://www.thefp.com/,https://www.allsides.com/news-source/free-press-media-bias-0
The Freestone County Times,News Media,Center,http://freestonecountytimesonline.com/,https://www.allsides.com/news-source/freestone-county-times-media-bias
The Fulcrum,News Media,Center,https://thefulcrum.us/,https://www.allsides.com/news-source/fulcrum-media-bias
The Garden Island,News Media,Center,https://www.thegardenisland.com/,https://www.allsides.com/news-source/garden-island-media-bias
The Gateway Pundit,News Media,Right,https://www.thegatewaypundit.com/about/,https://www.allsides.com/news-source/gateway-pundit
The Georgia Star News,News Media,Right,https://georgiastarnews.com/,https://www.allsides.com/news-source/georgia-star-news-media-bias
The Georgia Sun,News Media,Center,https://thegeorgiasun.com/,https://www.allsides.com/news-source/georgia-sun-media-bias
The Georgia Virtue,News Media,Center,https://www.thegeorgiavirtue.com/,https://www.allsides.com/news-source/georgia-virtue-media-bias
The Gilmer Mirror,News Media,Center,https://www.gilmermirror.com/,https://www.allsides.com/news-source/gilmer-mirror-media-bias
The Globe and Mail,News Media,Center,https://www.theglobeandmail.com/,https://www.allsides.com/news-source/globe-and-mail-media-bias
The Glorious American,Humor & Satire,Right,https://thegloriousamerican.com/,https://www.allsides.com/news-source/glorious-american-media-bias
The Grayzone,News Media,Left,https://thegrayzone.com/,https://www.allsides.com/news-source/grayzone-media-bias
The Grio,News Media,Lean Left,https://thegrio.com/,https://www.allsides.com/news-source/grio-media-bias
The Guardian,News Media,Left,https://www.theguardian.com,https://www.allsides.com/news-source/guardian
The Hankyoreh,News Media,Left,https://www.hani.co.kr/arti/english_edition/list6.html,https://www.allsides.com/news-source/hankyoreh-media-bias
The Hardwood Institiute,Think Tank / Policy Group,Center,https://theharwoodinstitute.org/,https://www.allsides.com/news-source/hardwood-institiute-media-bias
The Herald Banner,News Media,Center,https://www.heraldbanner.com/,https://www.allsides.com/news-source/herald-banner-media-bias
The Herald Bulletin,News Media,Center,https://www.heraldbulletin.com/,https://www.allsides.com/news-source/herald-bulletin-media-bias
The Herald News,News Media,Center,https://www.heraldnews.com/,https://www.allsides.com/news-source/herald-news-media-bias
The Heritage Foundation,Think Tank / Policy Group,Right,http://www.heritage.org/,https://www.allsides.com/news-source/heritage-foundation
The HighWire,News Media,Lean Right,https://thehighwire.com/,https://www.allsides.com/news-source/highwire-media-bias
The Hill,News Media,Center,https://www.thehill.com,https://www.allsides.com/news-source/hill-media-bias
The Hollywood Reporter,News Media,Lean Left,https://www.hollywoodreporter.com/,https://www.allsides.com/news-source/hollywood-reporter-media-bias
The Huntsville Item,News Media,Center,https://www.itemonline.com/,https://www.allsides.com/news-source/huntsville-item-media-bias
The Hutchinson News,News Media,Center,https://www.hutchnews.com/,https://www.allsides.com/news-source/hutchinson-news-media-bias
The Imaginative Conservative,News Media,Right,https://theimaginativeconservative.org/,https://www.allsides.com/news-source/imaginative-conservative-media-bias
The Independent,News Media,Lean Left,http://www.independent.co.uk,https://www.allsides.com/news-source/independent-media-bias
The Indiana Gazette,News Media,Center,https://www.indianagazette.com/,https://www.allsides.com/news-source/indiana-gazette-media-bias
The Intercept,News Media,Left,https://theintercept.com,https://www.allsides.com/news-source/intercept
The Iowa Torch,News Media,Lean Right,https://iowatorch.com/,https://www.allsides.com/news-source/iowa-torch-media-bias
The Irish Times,News Media,Center,https://www.irishtimes.com/,https://www.allsides.com/news-source/irish-times-media-bias
The Jackson Sun,News Media,Center,https://www.jacksonsun.com/,https://www.allsides.com/news-source/jackson-sun-media-bias
The Japan Times,News Media,Center,https://www.japantimes.co.jp/,https://www.allsides.com/news-source/japan-times-media-bias
The Jerusalem Post,News Media,Center,https://www.jpost.com/,https://www.allsides.com/news-source/jerusalem-post-media-bias
The Jolt News Organization,News Media,Center,https://www.thejoltnews.com/,https://www.allsides.com/news-source/jolt-news-organization-media-bias
The Joplin Globe,News Media,Center,https://www.joplinglobe.com/,https://www.allsides.com/news-source/joplin-globe-media-bias
The Journal Gazette,News Media,Center,https://www.journalgazette.net/,https://www.allsides.com/news-source/journal-gazette-media-bias
The Journal of the San Juan Islands,News Media,Center,https://www.sanjuanjournal.com/,https://www.allsides.com/news-source/journal-san-juan-islands-media-bias
The Journal Times,News Media,Center,https://journaltimes.com/,https://www.allsides.com/news-source/journal-times-media-bias
The Juggernaut,News Media,Left,https://www.thejuggernaut.com/,https://www.allsides.com/news-source/juggernaut-media-bias
The Justice,News Media,Lean Left,http://www.thejustice.org/,https://www.allsides.com/news-source/justice
The Kansas City Beacon,News Media,Center,https://kcbeacon.org/,https://www.allsides.com/news-source/kansas-city-beacon-media-bias
The Kansas City Star,News Media,Center,https://www.kansascity.com/,https://www.allsides.com/news-source/kansas-city-star-media-bias
The Kansas City Star,News Media,Center,https://www.kansascity.com/,https://www.allsides.com/news-source/kansas-city-star-media-bias-0
The Kentucky Daily,News Media,Center,https://www.thekentuckydaily.com/,https://www.allsides.com/news-source/kentucky-daily-media-bias
The Keystone,News Media,Lean Left,https://keystonenewsroom.com/,https://www.allsides.com/news-source/keystone-media-bias
The Korea Herald,News Media,Center,https://www.koreaherald.com/,https://www.allsides.com/news-source/korea-herald
The Kyiv Independent,News Media,Center,https://kyivindependent.com/,https://www.allsides.com/news-source/kyiv-independent-media-bias
The Leaf-Chronicle,News Media,Center,https://www.theleafchronicle.com/,https://www.allsides.com/news-source/leaf-chronicle-media-bias
The Libertarian Republic,News Media,Lean Right,http://thelibertarianrepublic.com/,https://www.allsides.com/news-source/libertarian-republic
The Lincoln County News,News Media,Center,https://lcnme.com/,https://www.allsides.com/news-source/lincoln-county-news-media-bias
The Lincoln Project,News Media,Mixed,https://lincolnproject.us/,https://www.allsides.com/news-source/lincoln-project-media-bias
The Louisiana Weekly,News Media,Center,http://www.louisianaweekly.com/,https://www.allsides.com/news-source/louisiana-weekly-media-bias
The Lowndes Signal,News Media,Center,https://www.lowndessignal.com/,https://www.allsides.com/news-source/lowndes-signal-media-bias
The Lufkin Daily News,News Media,Center,http://www.lufkindailynews.com/,https://www.allsides.com/news-source/lufkin-daily-news-media-bias
The Maine Monitor ,News Media,Lean Left,https://www.themainemonitor.org/,https://www.allsides.com/news-source/maine-monitor-media-bias
The Maine Wire,News Media,Right,https://www.themainewire.com/,https://www.allsides.com/news-source/maine-wire-media-bias
The Maneater,News Media,Lean Left,https://www.themaneater.com/,https://www.allsides.com/news-source/maneater-media-bias
The Manila Times,News Media,Center,https://www.manilatimes.net/,https://www.allsides.com/news-source/manila-times-media-bias
The Marietta Times,News Media,Center,https://www.mariettatimes.com/,https://www.allsides.com/news-source/marietta-times-media-bias
The Markup,News Media,Center,https://themarkup.org/,https://www.allsides.com/news-source/markup-media-bias
The Marshall News Messenger,News Media,Center,https://www.marshallnewsmessenger.com/,https://www.allsides.com/news-source/marshall-news-messenger-media-bias
The Marshall Project,News Media,Center,https://www.themarshallproject.org/,https://www.allsides.com/news-source/marshall-project-media-bias
The Martha's Vineyard Times,News Media,Center,https://www.mvtimes.com/,https://www.allsides.com/news-source/marthas-vineyard-times-media-bias
The Maui News,News Media,Center,https://www.mauinews.com/,https://www.allsides.com/news-source/maui-news-media-bias
The McLeod County Chronicle,News Media,Center,http://www.glencoenews.com/,https://www.allsides.com/news-source/mcleod-county-chronicle-media-bias
The Messenger,News Media,Center,https://themessenger.com/,https://www.allsides.com/news-source/messenger-media-bias
The Michigan Star,News Media,Right,https://themichiganstar.com/,https://www.allsides.com/news-source/michigan-star-media-bias
The Middletown Press,News Media,Lean Left,https://www.middletownpress.com/,https://www.allsides.com/news-source/middletown-press-media-bias
The Minnesota Daily,News Media,Lean Left,https://mndaily.com/,https://www.allsides.com/news-source/minnesota-daily-media-bias
The Minority Eye,News Media,Left,https://theminorityeye.com/,https://www.allsides.com/news-source/minority-eye-media-bias
The Mirror,News Media,Left,https://www.mirror.co.uk/,https://www.allsides.com/news-source/mirror-media-bias
The Mississippi Link,News Media,Lean Left,https://themississippilink.com/,https://www.allsides.com/news-source/mississippi-link-media-bias
The Mon Valley Independent,News Media,Center,https://monvalleyindependent.com/,https://www.allsides.com/news-source/mon-valley-independent-media-bias
The Monmouth Journal Eastern,News Media,Center,https://themonmouthjournaleastern.com/,https://www.allsides.com/news-source/monmouth-journal-eastern-media-bias
The Montana Standard,News Media,Center,https://mtstandard.com/,https://www.allsides.com/news-source/montana-standard-media-bias
The Moscow Times,News Media,Center,https://www.themoscowtimes.com/,https://www.allsides.com/news-source/moscow-times-media-bias
The Narratives Project,News Media,Center,https://www.narrativesproject.com/,https://www.allsides.com/news-source/narratives-project-media-bias
The Nation,News Media,Left,http://www.thenation.com,https://www.allsides.com/news-source/nation-media-bias
The National Pulse,News Media,Right,https://thenationalpulse.com/,https://www.allsides.com/news-source/national-pulse-media-bias
The Nevada Globe,News Media,Lean Right,https://thenevadaglobe.com/,https://www.allsides.com/news-source/nevada-globe-media-bias
The Nevada Independent,News Media,Center,https://thenevadaindependent.com/,https://www.allsides.com/news-source/nevada-independent-media-bias
The Nevada Independent,News Media,Center,https://thenevadaindependent.com/,https://www.allsides.com/news-source/nevada-independent-media-bias-0
The New York Sun,News Media,Right,https://www.nysun.com/,https://www.allsides.com/news-source/new-york-sun-media-bias
The New Yorker,News Media,Left,https://www.newyorker.com/,https://www.allsides.com/news-source/new-yorker
The Newport Daily News,News Media,Center,https://www.newportri.com/,https://www.allsides.com/news-source/newport-daily-news-media-bias
The News & Observer,News Media,Center,http://www.newsobserver.com/,https://www.allsides.com/news-source/news-and-observer
The News Journal,News Media,Center,https://www.delawareonline.com/,https://www.allsides.com/news-source/news-journal-media-bias
The News Tribune,News Media,Center,https://www.thenewstribune.com/,https://www.allsides.com/news-source/news-tribune-media-bias
The News-Herald,News Media,Center,https://www.news-herald.com/,https://www.allsides.com/news-source/news-herald-media-bias-0
The Nome Nugget,News Media,Center,http://www.nomenugget.com/,https://www.allsides.com/news-source/nome-nugget-media-bias
The Northern Virginia Daily,News Media,Center,https://www.nvdaily.com/,https://www.allsides.com/news-source/northern-virginia-daily-media-bias
The Oaklandside,News Media,Center,https://oaklandside.org/,https://www.allsides.com/news-source/oaklandside-media-bias
The Observer,News Media,Center,https://opelikaobserver.com/,https://www.allsides.com/news-source/observer-media-bias
The Observer (New York),News Media,Center,http://observer.com/,https://www.allsides.com/news-source/observer
The Oklahoman,News Media,Center,https://www.oklahoman.com/,https://www.allsides.com/news-source/oklahoman-media-bias
The Olympian,News Media,Center,https://www.theolympian.com/,https://www.allsides.com/news-source/olympian-media-bias
The Onion (Humor),News Media,Lean Left,https://www.theonion.com/,https://www.allsides.com/news-source/onion-media-bias
The Onion (Humor),News Media,Lean Left,https://www.theonion.com/,https://www.allsides.com/news-source/onion-humor-media-bias
The Oracle,News Media,Center,http://www.usforacle.com/,https://www.allsides.com/news-source/oracle
The Oregonian,News Media,Center,https://www.oregonlive.com/,https://www.allsides.com/news-source/oregonian-media-bias
The Palm Beach Post,News Media,Center,https://www.palmbeachpost.com/,https://www.allsides.com/news-source/palm-beach-post-media-bias
The Pantagraph,News Media,Center,https://pantagraph.com/,https://www.allsides.com/news-source/pantagraph-media-bias
The Patriot Ledger,News Media,Center,https://www.patriotledger.com/,https://www.allsides.com/news-source/patriot-ledger-media-bias
The Patriot Post,News Media,Right,http://patriotpost.us/,https://www.allsides.com/news-source/patriot-post-media-bias
The Patriot-News,News Media,Center,https://www.pennlive.com/,https://www.allsides.com/news-source/patriot-news-media-bias
The Penobscot Times,News Media,Center,https://thepenobscottimes.com/,https://www.allsides.com/news-source/penobscot-times-media-bias
The Perspective,Dialogue & Debate,Mixed,,https://www.allsides.com/news-source/perspective-media-bias
The Philadelphia Inquirer,News Media,Lean Left,http://www.philly.com/,https://www.allsides.com/news-source/phillycom
The Philadelphia Sunday Sun,News Media,Center,https://www.philasun.com/,https://www.allsides.com/news-source/philadelphia-sunday-sun-media-bias
The Philly Tribune,News Media,Left,https://www.phillytrib.com/,https://www.allsides.com/news-source/philly-tribune-media-bias
The Police Tribune,News Media,Lean Right,https://bluelivesmatter.blue/,https://www.allsides.com/news-source/the-police-tribune-media-bias
The Portsmouth Herald,News Media,Center,https://www.seacoastonline.com/portsmouth-herald/,https://www.allsides.com/news-source/portsmouth-herald-media-bias
The Post and Courier ,News Media,Lean Right,https://postandcourier.com,https://www.allsides.com/news-source/post-and-courier-media-bias
The Post Millennial,News Media,Right,https://www.thepostmillennial.com/,https://www.allsides.com/news-source/post-millennial-media-bias
The Post-Star,News Media,Center,https://poststar.com/,https://www.allsides.com/news-source/post-star-media-bias
The Presbyterian Outlook,News Media,Lean Left,https://pres-outlook.org/,https://www.allsides.com/news-source/presbyterian-outlook-media-bias
The Prescott Times,News Media,Center,https://theprescotttimes.com/,https://www.allsides.com/news-source/prescott-times-media-bias
The Press of Atlantic City,News Media,Center,https://pressofatlanticcity.com/,https://www.allsides.com/news-source/press-atlantic-city-media-bias
The Press-Enterprise,News Media,Lean Right,https://www.pe.com/,https://www.allsides.com/news-source/press-enterprise-media-bias
The Problem Solvers Caucus,Think Tank / Policy Group,Center,https://problemsolverscaucus.house.gov/,https://www.allsides.com/news-source/problem-solvers-caucus-media-bias
The Providence Journal,News Media,Center,https://www.providencejournal.com/,https://www.allsides.com/news-source/providence-journal-media-bias
The Provincetown Independent,News Media,Center,https://provincetownindependent.org/,https://www.allsides.com/news-source/provincetown-independent-media-bias
The Reading Eagle,News Media,Center,https://www.readingeagle.com/,https://www.allsides.com/news-source/reading-eagle-media-bias-0
The Red and Black,News Media,Center,http://www.redandblack.com/,https://www.allsides.com/news-source/red-and-black
The Register-Guard,News Media,Center,https://www.registerguard.com/,https://www.allsides.com/news-source/register-guard-media-bias
The Reliable Bias,News Media,Center,http://reliablebias.com/home/,https://www.allsides.com/news-source/reliable-bias
The Reno Gazette-Journal,News Media,Lean Left,https://www.rgj.com/,https://www.allsides.com/news-source/reno-gazette-journal-media-bias
The Reporters Committee for Freedom of the Press,Think Tank / Policy Group,Center,,https://www.allsides.com/news-source/reporters-committee-freedom-press-media-bias
The Republic News,News Media,Center,https://www.therepublic.com/,https://www.allsides.com/news-source/republic-news-media-bias
The Republican,News Media,Center,https://www.therepublicannews.com/,https://www.allsides.com/news-source/republican
The Republican Journal,News Media,Lean Right,https://waldo.villagesoup.com/,https://www.allsides.com/news-source/republican-journal-media-bias
The Resurgent,News Media,Right,https://theresurgent.com/,https://www.allsides.com/news-source/resurgent-media-bias
The Richfield Reaper,News Media,Center,https://richfieldreaper.com/,https://www.allsides.com/news-source/richfield-reaper-media-bias
The Ripon Advance,News Media,Lean Right,https://riponadvance.com/,https://www.allsides.com/news-source/ripon-advance-media-bias
The Roanoke Times,News Media,Center,https://roanoke.com/,https://www.allsides.com/news-source/roanoke-times-media-bias
The Root,News Media,Lean Left,https://www.theroot.com/,https://www.allsides.com/news-source/root
The Sacramento Bee,News Media,Lean Left,http://www.sacbee.com/,https://www.allsides.com/news-source/sacramento-bee
The Salt Lake Tribune,News Media,Lean Left,https://www.sltrib.com/,https://www.allsides.com/news-source/salt-lake-tribune-media-bias
The San Francisco Standard,News Media,Center,https://sfstandard.com/,https://www.allsides.com/news-source/san-francisco-standard-media-bias
The Saturday Evening Post,News Media,Center,https://www.saturdayeveningpost.com/,https://www.allsides.com/news-source/saturday-evening-post
The Seattle Times,News Media,Center,https://www.seattletimes.com/,https://www.allsides.com/news-source/seattle-times
The Sierra Club,Think Tank / Policy Group,Lean Left,,https://www.allsides.com/news-source/sierra-club
The South African,News Media,Center,https://www.thesouthafrican.com/,https://www.allsides.com/news-source/south-african-media-bias
The Southern Maryland Chronicle,News Media,Lean Left,https://southernmarylandchronicle.com/,https://www.allsides.com/news-source/southern-maryland-chronicle-media-bias
The Spectator World,News Media,Right,https://spectatorworld.com/,https://www.allsides.com/news-source/spectator-world-media-bias
The State,News Media,Lean Right,https://thestate.com,https://www.allsides.com/news-source/state-media-bias-0
The State,News Media,Center,https://www.thestate.com/,https://www.allsides.com/news-source/state-media-bias-1
The State,News Media,Center,https://www.thestate.com/,https://www.allsides.com/news-source/state-media-bias
The State Journal-Register,News Media,Center,https://www.sj-r.com/,https://www.allsides.com/news-source/state-journal-register-media-bias
The Steamboat Institute,Think Tank / Policy Group,Lean Right,http://www.steamboatinstitute.org/,https://www.allsides.com/news-source/steamboat-institute-media-bias
The Sun,News Media,Center,https://www.lowellsun.com/,https://www.allsides.com/news-source/sun-media-bias
The Sun News,News Media,Center,https://www.myrtlebeachonline.com/,https://www.allsides.com/news-source/sun-news-media-bias
The Telegraph - UK,News Media,Lean Right,http://www.telegraph.co.uk/,https://www.allsides.com/news-source/telegraph-uk
The Tennessean,News Media,Center,https://www.tennessean.com/,https://www.allsides.com/news-source/tennesseean-media-bias
The Texan,News Media,Lean Right,https://thetexan.news/,https://www.allsides.com/news-source/texan-media-bias
The Texas Observer,News Media,Lean Left,https://www.texasobserver.org/,https://www.allsides.com/news-source/texas-observer-media-bias
The Texas Tribune,News Media,Lean Left,https://www.texastribune.org/,https://www.allsides.com/news-source/texas-tribune-media-bias
The Thread,Reference,Mixed,https://www.thethreadweekly.com/,https://www.allsides.com/news-source/thread-media-bias
The Times,News Media,Center,https://www.thetimes.co.uk/,https://www.allsides.com/news-source/times-media-bias
The Times and Democrat,News Media,Center,https://thetandd.com/,https://www.allsides.com/news-source/times-and-democrat-media-bias
The Times Herald,News Media,Center,https://www.timesherald.com/,https://www.allsides.com/news-source/times-herald-media-bias-0
The Times of Israel,News Media,Center,http://timesofisrael.com,https://www.allsides.com/news-source/times-israel
The Times of Northwest Indiana,News Media,Center,https://www.nwitimes.com/,https://www.allsides.com/news-source/times-northwest-indiana-media-bias-0
The Times of Northwest Indiana,News Media,Center,https://www.nwitimes.com/,https://www.allsides.com/news-source/times-northwest-indiana-media-bias
The Times-Independent,News Media,Center,https://www.moabtimes.com/,https://www.allsides.com/news-source/times-independent-media-bias
The Times-Picayune,News Media,Center,http://www.nola.com/,https://www.allsides.com/news-source/times-picayune
The TimesDaily,News Media,Center,https://www.timesdaily.com/,https://www.allsides.com/news-source/timesdaily-media-bias
The Topeka Capital-Journal,News Media,Center,https://www.cjonline.com/,https://www.allsides.com/news-source/topeka-capital-journal-media-bias
The Topeka Capital-Journal,News Media,Center,https://www.cjonline.com/,https://www.allsides.com/news-source/topeka-capital-journal-media-bias-0
The Trentonian,News Media,Center,https://www.trentonian.com/,https://www.allsides.com/news-source/trentonian-media-bias
The Triton,News Media,Center,https://triton.news/,https://www.allsides.com/news-source/triton-media-bias
The Verge,News Media,Lean Left,http://www.theverge.com/politics,https://www.allsides.com/news-source/verge
The Village Square,Dialogue & Debate,Mixed,http://villagesquare.us/,https://www.allsides.com/news-source/village-square
The Vindicator,News Media,Center,https://www.vindy.com/,https://www.allsides.com/news-source/vindicator-media-bias
The Virginia Gazette,News Media,Center,https://www.dailypress.com/virginiagazette/,https://www.allsides.com/news-source/virginia-gazette-media-bias
The Virginian-Pilot,News Media,Center,https://www.pilotonline.com/,https://www.allsides.com/news-source/virginian-pilot-media-bias
The Walsh County Record,News Media,Center,https://www.wcrecord.com/,https://www.allsides.com/news-source/walsh-county-record-media-bias
The Washington Informer,News Media,Lean Left,https://www.washingtoninformer.com/,https://www.allsides.com/news-source/washington-informer-media-bias
The Washington Stand,News Media,Right,https://washingtonstand.com/,https://www.allsides.com/news-source/washington-stand-media-bias
The Washington Sun,News Media,Center,https://www.thewashingtonsun.com/,https://www.allsides.com/news-source/washington-sun-media-bias
The Week - News,News Media,Lean Left,http://theweek.com/,https://www.allsides.com/news-source/the-week-bias
The Week - Opinion,News Media,Lean Left,https://theweek.com/section/opinion,https://www.allsides.com/news-source/week-opinion-media-bias
The Weekly Packet,News Media,Center,https://weeklypacket.com/,https://www.allsides.com/news-source/weekly-packet-media-bias
The Weekly Standard,News Media,Right,http://www.weeklystandard.com/,https://www.allsides.com/news-source/weekly-standard
The Weirton Daily Times,News Media,Center,https://www.weirtondailytimes.com/,https://www.allsides.com/news-source/weirton-daily-times-media-bias
The Westerly Sun,News Media,Center,https://www.thewesterlysun.com/,https://www.allsides.com/news-source/westerly-sun-media-bias
The Western Journal,News Media,Right,http://www.westernjournalism.com/,https://www.allsides.com/news-source/western-journalism
The Wichita Eagle,News Media,Center,https://www.kansas.com/,https://www.allsides.com/news-source/wichita-eagle-media-bias
The Winchester Star,News Media,Center,https://www.winchesterstar.com/,https://www.allsides.com/news-source/winchester-star-media-bias
The World Link,News Media,Center,https://theworldlink.com/,https://www.allsides.com/news-source/world-link-media-bias
The Wrap,News Media,Center,https://www.thewrap.com/,https://www.allsides.com/news-source/wrap-media-bias
The Wyoming Tribune Eagle,News Media,Center,https://www.wyomingnews.com/,https://www.allsides.com/news-source/wyoming-tribune-eagle-media-bias
The Young Turks,News Media,Left,https://tyt.com/,https://www.allsides.com/news-source/young-turks-media-bias
TheGailyGrind,News Media,Left,https://thegailygrind.com/,https://www.allsides.com/news-source/thegailygrind-media-bias
Them,News Media,Lean Left,https://www.them.us/,https://www.allsides.com/news-source/them-media-bias
theSkimm,News Media,Lean Left,https://www.theskimm.com/,https://www.allsides.com/news-source/theskimm-media-bias
ThinkProgress,News Media,Left,http://thinkprogress.org/,https://www.allsides.com/news-source/thinkprogress-bias
This Week in Worcester,News Media,Center,https://thisweekinworcester.com/,https://www.allsides.com/news-source/week-worcester-media-bias
THV11,News Media,Center,https://www.thv11.com/,https://www.allsides.com/news-source/thv11-media-bias
Tiffin Ohio News,News Media,Lean Left,https://go.tiffinohio.net/,https://www.allsides.com/news-source/tiffin-ohio-news-media-bias
Timber Lake Topic,News Media,Center,https://www.timberlakesouthdakota.com/,https://www.allsides.com/news-source/timber-lake-topic-media-bias
Time Magazine,News Media,Lean Left,http://www.time.com/,https://www.allsides.com/news-source/time-magazine-news-media-bias
Times Argus,News Media,Center,https://www.timesargus.com/,https://www.allsides.com/news-source/times-argus-media-bias
Times Leader,News Media,Center,https://www.timesleader.com/,https://www.allsides.com/news-source/times-leader-media-bias
Times Standard,News Media,Center,https://www.times-standard.com/,https://www.allsides.com/news-source/times-standard-media-bias
Times Union,News Media,Center,https://www.timesunion.com/,https://www.allsides.com/news-source/times-union-media-bias
Times-Georgian,News Media,Center,https://www.times-georgian.com/,https://www.allsides.com/news-source/times-georgian-media-bias
Todays Chronic,News Media,Lean Left,https://todayschronic.com/,https://www.allsides.com/news-source/todays-chronic-media-bias
Toronto Star,News Media,Center,http://www.thestar.com/,https://www.allsides.com/news-source/toronto-star
Town Square Deleware,News Media,Center,https://townsquaredelaware.com/,https://www.allsides.com/news-source/town-square-deleware-media-bias
Townhall,News Media,Right,http://townhall.com/,https://www.allsides.com/news-source/townhall-bias
Trains.com,News Media,Center,https://www.trains.com/,https://www.allsides.com/news-source/trainscom-media-bias
Trans Writes,News Media,Lean Left,https://transwrites.world/,https://www.allsides.com/news-source/trans-writes-media-bias
Tri-City Herald,News Media,Center,https://www.tri-cityherald.com/,https://www.allsides.com/news-source/tri-city-herald-media-bias
Truckers News,News Media,Center,https://www.truckersnews.com/,https://www.allsides.com/news-source/truckers-news-media-bias
Truth or Fiction ,Fact Check,Lean Left,https://www.truthorfiction.com/,https://www.allsides.com/news-source/truth-or-fiction
Truthdig,News Media,Left,https://www.truthdig.com/,https://www.allsides.com/news-source/truthdig-media-bias
TruthOut,News Media,Lean Left,http://www.truth-out.org/,https://www.allsides.com/news-source/truthout
Tulsa World,News Media,Center,https://tulsaworld.com/,https://www.allsides.com/news-source/tulsa-world-media-bias
Turning Point USA,Think Tank / Policy Group,Right,https://www.tpusa.com/,https://www.allsides.com/news-source/turning-point-usa-media-bias
Tuscaloosa News,News Media,Center,https://www.tuscaloosanews.com/,https://www.allsides.com/news-source/tuscaloosa-news-media-bias
Twin Cities PBS,News Media,Center,https://www.tpt.org/,https://www.allsides.com/news-source/twin-cities-pbs-media-bias
Twin Cities Pioneer Press,News Media,Center,https://www.twincities.com/,https://www.allsides.com/news-source/twin-cities-pioneer-press-media-bias
Twin City Times,News Media,Center,https://twincitytimes.com/,https://www.allsides.com/news-source/twin-city-times-media-bias
